age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
50,technician,married,university.degree,no,no,no,cellular,jul,fri,146,1,999,0,nonexistent,no
53,management,married,university.degree,no,yes,no,cellular,nov,tue,313,2,999,0,nonexistent,no
27,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,88,2,999,0,nonexistent,no
57,housemaid,married,university.degree,no,no,no,cellular,jul,wed,388,1,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,wed,136,5,999,0,nonexistent,no
59,technician,married,basic.6y,unknown,no,no,telephone,may,thu,24,16,999,0,nonexistent,no
49,housemaid,married,professional.course,no,no,no,telephone,may,thu,565,1,999,0,nonexistent,no
32,management,married,high.school,no,no,yes,cellular,nov,mon,256,2,999,0,nonexistent,no
34,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,218,4,999,0,nonexistent,no
25,self-employed,single,university.degree,no,no,no,telephone,may,wed,199,2,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,207,1,999,0,nonexistent,no
34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,651,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,telephone,jun,thu,247,2,999,0,nonexistent,no
53,blue-collar,married,unknown,unknown,yes,no,cellular,jul,fri,386,2,999,0,nonexistent,no
29,technician,single,professional.course,unknown,yes,no,cellular,nov,thu,239,1,999,0,nonexistent,no
39,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,183,1,999,0,nonexistent,no
40,admin.,divorced,high.school,no,yes,no,cellular,may,fri,164,1,999,0,nonexistent,no
27,services,single,university.degree,no,yes,no,cellular,mar,mon,104,1,6,1,success,yes
55,unemployed,married,basic.9y,no,yes,no,cellular,oct,tue,156,1,999,0,nonexistent,no
32,services,married,high.school,no,no,no,cellular,aug,wed,55,1,999,0,nonexistent,no
54,admin.,married,professional.course,no,yes,no,cellular,aug,wed,103,4,999,0,nonexistent,no
39,unemployed,married,university.degree,unknown,yes,no,cellular,nov,mon,74,1,999,1,failure,no
43,technician,divorced,professional.course,no,no,no,telephone,may,thu,644,1,999,0,nonexistent,no
41,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,wed,122,1,999,0,nonexistent,no
26,admin.,married,high.school,no,no,yes,cellular,nov,wed,112,1,999,1,failure,no
52,technician,married,professional.course,no,yes,yes,cellular,aug,wed,203,3,999,0,nonexistent,no
44,admin.,married,university.degree,no,no,no,cellular,aug,wed,96,2,4,1,success,no
38,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,wed,145,3,999,0,nonexistent,no
42,services,married,university.degree,no,unknown,unknown,cellular,jun,tue,122,1,999,1,failure,no
44,admin.,married,university.degree,no,no,no,cellular,nov,fri,135,2,999,0,nonexistent,no
27,admin.,single,basic.6y,no,yes,no,telephone,may,fri,195,4,999,0,nonexistent,no
28,management,married,university.degree,no,no,no,telephone,jun,wed,771,2,999,0,nonexistent,yes
47,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,232,2,999,0,nonexistent,yes
34,services,married,high.school,no,yes,no,cellular,jul,mon,206,6,999,0,nonexistent,no
55,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,may,mon,163,1,999,1,failure,no
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,513,1,999,0,nonexistent,no
25,admin.,single,university.degree,no,no,no,telephone,aug,tue,103,3,999,0,nonexistent,no
31,technician,single,professional.course,no,yes,no,cellular,aug,tue,150,1,999,0,nonexistent,no
35,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,393,1,999,0,nonexistent,no
50,management,married,university.degree,no,no,no,cellular,sep,thu,718,4,999,3,failure,no
22,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,106,1,999,0,nonexistent,no
48,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,375,1,999,0,nonexistent,no
35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,36,1,999,0,nonexistent,no
34,technician,married,professional.course,no,yes,no,cellular,nov,wed,107,2,999,0,nonexistent,no
50,blue-collar,married,basic.4y,no,yes,yes,telephone,nov,tue,234,3,999,0,nonexistent,no
25,student,single,high.school,no,yes,no,cellular,jul,tue,112,1,999,1,failure,no
51,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,mon,231,1,999,1,failure,no
32,student,single,high.school,unknown,yes,no,telephone,may,tue,107,1,999,0,nonexistent,no
59,management,married,university.degree,no,yes,no,cellular,dec,thu,646,3,6,1,success,no
37,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,138,1,999,0,nonexistent,no
40,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,181,1,999,1,failure,no
26,technician,single,professional.course,no,yes,no,telephone,jun,wed,605,1,999,0,nonexistent,no
32,admin.,married,high.school,no,no,no,cellular,may,thu,84,1,999,0,nonexistent,no
33,management,single,university.degree,no,yes,yes,cellular,apr,wed,1176,1,999,0,nonexistent,yes
35,self-employed,married,basic.4y,unknown,no,no,telephone,jun,thu,140,1,999,0,nonexistent,no
32,student,single,university.degree,no,yes,no,telephone,jun,wed,209,12,999,0,nonexistent,no
35,admin.,married,high.school,unknown,no,no,cellular,jul,mon,356,3,999,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,cellular,nov,mon,984,1,999,0,nonexistent,yes
38,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,693,3,999,0,nonexistent,yes
30,student,single,high.school,no,no,no,cellular,aug,tue,592,3,999,1,failure,yes
32,services,married,high.school,no,yes,no,telephone,may,wed,628,2,999,0,nonexistent,yes
44,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,556,3,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,673,8,999,0,nonexistent,no
48,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,454,4,999,0,nonexistent,no
52,retired,married,university.degree,unknown,no,no,cellular,nov,wed,172,1,999,1,failure,no
41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,198,1,999,0,nonexistent,no
65,housemaid,married,basic.4y,no,no,no,cellular,jun,mon,89,2,999,0,nonexistent,no
43,services,divorced,high.school,no,no,no,cellular,jul,mon,122,2,999,0,nonexistent,no
40,blue-collar,married,professional.course,no,no,yes,cellular,nov,mon,80,1,999,1,failure,no
30,admin.,married,university.degree,no,no,no,cellular,jul,fri,70,1,999,0,nonexistent,no
66,retired,divorced,high.school,no,no,no,cellular,jul,wed,211,1,999,1,failure,no
44,services,single,high.school,no,no,no,telephone,jun,mon,20,1,999,0,nonexistent,no
35,admin.,married,high.school,no,yes,yes,telephone,jun,mon,172,1,999,0,nonexistent,no
57,management,married,university.degree,unknown,no,no,cellular,aug,wed,338,2,999,0,nonexistent,no
26,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,83,2,999,0,nonexistent,no
39,unemployed,married,university.degree,no,yes,no,telephone,jun,thu,72,1,999,0,nonexistent,no
45,services,married,basic.6y,no,unknown,unknown,telephone,jun,wed,173,10,999,0,nonexistent,no
35,technician,single,professional.course,no,yes,no,cellular,nov,thu,192,2,999,1,failure,yes
42,housemaid,married,university.degree,no,no,no,cellular,nov,mon,90,4,999,1,failure,no
36,admin.,single,university.degree,no,no,no,cellular,oct,wed,146,1,999,1,failure,no
46,admin.,single,university.degree,no,no,yes,cellular,may,mon,195,1,999,0,nonexistent,no
35,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,192,3,999,0,nonexistent,no
24,admin.,single,high.school,no,yes,no,cellular,jul,wed,145,4,999,0,nonexistent,no
50,technician,married,university.degree,no,yes,no,cellular,aug,mon,204,5,999,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,jul,thu,67,6,999,0,nonexistent,no
39,technician,single,professional.course,no,no,no,telephone,jul,thu,206,1,999,0,nonexistent,no
57,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,769,3,999,0,nonexistent,no
42,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,110,4,999,0,nonexistent,no
31,blue-collar,single,university.degree,no,no,no,cellular,jul,fri,35,3,999,0,nonexistent,no
41,admin.,single,unknown,no,yes,yes,telephone,may,mon,1111,3,999,0,nonexistent,yes
25,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,114,2,999,0,nonexistent,no
58,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,48,6,999,0,nonexistent,no
33,self-employed,married,university.degree,no,no,no,telephone,may,tue,367,5,999,0,nonexistent,no
42,technician,single,unknown,no,no,no,telephone,may,tue,162,4,999,0,nonexistent,no
41,management,married,university.degree,unknown,no,no,telephone,may,mon,213,2,999,0,nonexistent,no
49,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,wed,55,1,999,0,nonexistent,no
44,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,33,4,999,0,nonexistent,no
52,services,married,university.degree,no,no,no,telephone,jun,mon,119,1,999,0,nonexistent,no
26,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,45,2,999,2,failure,no
43,admin.,married,high.school,unknown,no,no,cellular,may,wed,431,2,999,0,nonexistent,no
43,technician,married,university.degree,no,yes,no,cellular,aug,mon,134,4,999,0,nonexistent,no
26,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,149,2,999,0,nonexistent,no
34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,162,1,999,1,failure,no
24,services,single,high.school,no,no,no,telephone,may,mon,401,2,999,0,nonexistent,no
33,self-employed,single,university.degree,no,no,no,telephone,may,fri,92,1,999,0,nonexistent,no
38,self-employed,single,unknown,no,no,no,cellular,jul,tue,843,8,999,0,nonexistent,no
31,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,363,2,999,0,nonexistent,no
32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,668,1,999,0,nonexistent,no
25,self-employed,single,unknown,no,no,no,cellular,apr,mon,131,2,999,1,failure,no
26,admin.,single,university.degree,no,no,no,telephone,jul,wed,342,5,999,0,nonexistent,no
56,retired,married,basic.4y,no,no,no,telephone,may,wed,88,2,999,0,nonexistent,no
38,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,21,9,999,0,nonexistent,no
37,admin.,married,high.school,no,yes,no,telephone,nov,fri,136,1,999,0,nonexistent,no
22,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,848,1,999,0,nonexistent,yes
50,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,128,6,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,606,1,999,0,nonexistent,no
35,technician,single,university.degree,no,yes,no,cellular,may,mon,271,2,999,0,nonexistent,no
48,services,divorced,basic.9y,no,unknown,unknown,cellular,may,thu,67,7,999,0,nonexistent,no
25,admin.,married,high.school,no,no,no,cellular,jul,wed,95,1,999,0,nonexistent,no
39,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,93,1,999,0,nonexistent,no
52,technician,married,professional.course,no,yes,yes,cellular,sep,mon,211,1,999,1,failure,yes
48,technician,married,university.degree,no,no,no,cellular,aug,fri,239,1,999,0,nonexistent,no
44,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,fri,225,3,999,2,failure,no
30,technician,single,professional.course,no,yes,no,cellular,aug,wed,178,2,999,0,nonexistent,no
32,management,married,high.school,no,no,no,telephone,jun,tue,206,1,999,0,nonexistent,no
52,unemployed,married,university.degree,no,no,no,cellular,nov,fri,115,1,999,1,failure,no
44,blue-collar,single,professional.course,no,no,no,cellular,oct,tue,123,2,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,254,3,3,1,success,yes
41,admin.,married,university.degree,no,no,no,cellular,aug,wed,85,5,999,0,nonexistent,no
26,technician,married,high.school,no,yes,no,telephone,may,fri,305,2,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,fri,233,1,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,191,2,999,0,nonexistent,no
29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,198,1,999,0,nonexistent,no
58,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,148,3,999,0,nonexistent,no
56,technician,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,272,1,999,0,nonexistent,no
23,blue-collar,single,professional.course,no,yes,no,cellular,may,fri,136,3,999,1,failure,no
50,technician,married,professional.course,no,yes,no,telephone,may,fri,855,2,999,0,nonexistent,yes
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,565,1,999,0,nonexistent,yes
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,140,3,999,0,nonexistent,no
48,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,248,1,999,0,nonexistent,no
27,blue-collar,single,unknown,no,unknown,unknown,cellular,jul,tue,81,4,999,0,nonexistent,no
24,technician,divorced,professional.course,no,no,no,cellular,apr,fri,332,1,999,1,failure,no
35,technician,married,high.school,no,no,no,telephone,may,wed,208,3,999,0,nonexistent,no
42,technician,married,university.degree,unknown,no,no,telephone,jun,tue,228,1,999,0,nonexistent,no
37,admin.,married,high.school,no,no,no,cellular,may,mon,14,3,999,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,tue,118,3,999,0,nonexistent,no
58,management,married,university.degree,no,no,no,cellular,aug,mon,164,2,999,0,nonexistent,no
54,retired,married,basic.9y,no,yes,no,cellular,jul,thu,148,1,999,0,nonexistent,no
54,technician,married,professional.course,no,yes,no,cellular,nov,tue,149,2,999,0,nonexistent,no
39,technician,single,professional.course,no,no,no,cellular,aug,mon,71,1,999,0,nonexistent,no
48,admin.,married,basic.9y,unknown,no,no,telephone,may,thu,517,3,999,0,nonexistent,no
34,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,204,5,999,0,nonexistent,no
28,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,77,3,999,0,nonexistent,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,72,1,999,0,nonexistent,no
59,retired,married,professional.course,no,yes,no,telephone,jun,tue,77,8,999,0,nonexistent,no
29,admin.,single,high.school,unknown,yes,no,cellular,jul,fri,139,2,999,0,nonexistent,no
25,admin.,married,high.school,no,no,no,telephone,may,fri,498,1,999,0,nonexistent,no
47,admin.,divorced,high.school,no,yes,no,cellular,sep,tue,159,1,999,1,failure,no
32,admin.,married,university.degree,no,no,yes,cellular,aug,tue,301,3,999,0,nonexistent,no
30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,338,1,999,0,nonexistent,no
24,technician,single,university.degree,no,no,no,cellular,oct,wed,197,1,999,0,nonexistent,no
58,entrepreneur,married,high.school,no,no,no,cellular,sep,mon,145,1,999,2,failure,no
44,management,married,university.degree,no,no,no,telephone,may,wed,158,2,999,0,nonexistent,no
36,admin.,married,university.degree,no,yes,yes,cellular,sep,tue,28,2,999,0,nonexistent,no
33,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,355,1,999,0,nonexistent,no
31,blue-collar,single,high.school,no,no,no,cellular,jul,mon,42,6,999,0,nonexistent,no
38,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,992,1,999,0,nonexistent,yes
35,management,married,university.degree,no,yes,no,cellular,aug,thu,108,4,999,0,nonexistent,no
29,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,202,2,999,0,nonexistent,no
58,management,married,university.degree,no,yes,no,cellular,jul,mon,260,1,999,0,nonexistent,no
43,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,269,3,999,0,nonexistent,no
55,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,thu,169,5,999,0,nonexistent,no
53,management,married,university.degree,unknown,yes,no,telephone,may,tue,186,1,999,0,nonexistent,no
38,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,215,3,999,0,nonexistent,no
36,technician,single,professional.course,no,no,no,cellular,jul,thu,54,4,999,0,nonexistent,no
56,retired,married,professional.course,no,no,no,cellular,aug,tue,139,2,999,0,nonexistent,no
32,admin.,married,university.degree,no,no,no,telephone,may,thu,99,2,999,0,nonexistent,no
48,blue-collar,married,basic.9y,no,yes,no,telephone,aug,fri,67,2,999,0,nonexistent,no
31,technician,married,university.degree,no,no,no,telephone,nov,mon,57,4,999,0,nonexistent,no
50,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,mon,311,1,999,0,nonexistent,no
38,services,married,high.school,unknown,yes,no,telephone,jun,mon,25,7,999,0,nonexistent,no
34,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,17,16,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,234,1,999,2,failure,no
51,management,married,university.degree,no,yes,no,cellular,aug,thu,386,1,999,0,nonexistent,no
26,admin.,single,high.school,no,no,no,telephone,may,fri,619,2,999,0,nonexistent,yes
34,admin.,single,university.degree,no,no,no,cellular,sep,fri,260,3,3,2,success,yes
41,technician,married,university.degree,unknown,yes,yes,cellular,apr,thu,139,1,999,0,nonexistent,no
41,technician,married,professional.course,no,unknown,unknown,cellular,jun,tue,318,1,4,3,success,yes
26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,71,1,999,0,nonexistent,no
32,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,459,1,999,0,nonexistent,yes
49,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,tue,354,1,999,0,nonexistent,no
39,technician,married,high.school,no,no,no,cellular,aug,mon,225,2,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,fri,144,4,999,0,nonexistent,no
52,retired,divorced,professional.course,no,no,no,cellular,jul,tue,867,2,999,0,nonexistent,no
57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,1441,2,999,0,nonexistent,yes
38,housemaid,married,university.degree,no,no,no,telephone,jun,mon,100,5,999,0,nonexistent,no
31,admin.,married,high.school,no,no,no,cellular,may,thu,172,2,999,1,failure,no
57,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,42,3,999,0,nonexistent,no
42,self-employed,married,professional.course,unknown,unknown,unknown,cellular,may,fri,665,1,999,0,nonexistent,no
32,admin.,married,high.school,no,yes,no,cellular,jul,wed,154,1,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,97,2,999,0,nonexistent,no
32,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,356,1,999,0,nonexistent,no
40,management,married,unknown,no,yes,no,telephone,jun,fri,170,1,999,0,nonexistent,no
58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,570,2,999,0,nonexistent,yes
44,admin.,married,university.degree,no,yes,no,telephone,jun,thu,351,1,999,0,nonexistent,no
46,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,fri,86,1,999,0,nonexistent,no
47,admin.,married,basic.6y,unknown,yes,no,cellular,apr,thu,399,2,999,1,failure,no
44,management,married,basic.6y,no,yes,yes,cellular,mar,thu,218,1,999,0,nonexistent,no
39,admin.,married,high.school,no,no,no,cellular,nov,wed,138,1,999,0,nonexistent,no
38,technician,married,professional.course,no,yes,yes,cellular,mar,thu,63,2,999,0,nonexistent,yes
59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,293,1,999,0,nonexistent,no
49,management,divorced,university.degree,no,yes,yes,cellular,aug,tue,138,1,999,0,nonexistent,no
51,admin.,married,university.degree,no,no,no,telephone,jun,mon,295,3,999,0,nonexistent,no
55,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,303,2,999,0,nonexistent,no
49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,1171,1,999,0,nonexistent,no
44,admin.,married,basic.4y,unknown,yes,no,cellular,aug,tue,222,1,999,0,nonexistent,no
29,blue-collar,single,high.school,no,yes,yes,cellular,may,wed,146,1,999,0,nonexistent,no
49,blue-collar,married,unknown,no,no,no,telephone,may,tue,286,1,999,0,nonexistent,no
49,technician,married,professional.course,no,no,no,telephone,jun,thu,77,1,999,0,nonexistent,no
45,admin.,divorced,basic.9y,unknown,no,no,cellular,may,thu,270,3,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,no,telephone,nov,thu,281,2,999,1,failure,no
35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,91,2,999,0,nonexistent,no
55,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,542,1,999,0,nonexistent,yes
30,services,single,high.school,no,no,no,cellular,may,mon,111,2,999,0,nonexistent,no
26,management,single,university.degree,unknown,yes,no,cellular,jul,wed,124,1,999,0,nonexistent,no
37,technician,single,professional.course,no,yes,no,cellular,nov,fri,347,1,999,1,failure,no
29,self-employed,married,basic.6y,unknown,yes,no,telephone,may,tue,32,1,999,0,nonexistent,no
54,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,50,1,999,0,nonexistent,no
35,technician,married,university.degree,no,no,no,cellular,aug,fri,224,3,999,0,nonexistent,no
41,technician,single,professional.course,no,yes,no,cellular,may,tue,175,2,999,1,failure,no
31,technician,married,professional.course,no,no,no,telephone,may,fri,258,2,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,cellular,aug,mon,514,7,999,0,nonexistent,no
43,technician,married,professional.course,no,yes,no,cellular,nov,tue,166,3,999,1,failure,no
31,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,70,8,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166,3,6,2,success,yes
30,management,divorced,university.degree,no,no,yes,telephone,may,fri,164,4,999,0,nonexistent,no
47,admin.,single,university.degree,no,no,no,cellular,aug,thu,429,1,999,0,nonexistent,no
32,services,married,professional.course,no,yes,no,cellular,may,tue,146,3,999,1,failure,no
49,management,married,university.degree,unknown,yes,no,telephone,jul,mon,182,12,999,0,nonexistent,no
41,technician,married,high.school,no,yes,no,telephone,jun,fri,145,24,999,0,nonexistent,no
60,blue-collar,married,professional.course,no,no,no,telephone,may,tue,59,3,999,0,nonexistent,no
42,services,married,high.school,no,yes,no,cellular,apr,mon,274,1,999,0,nonexistent,no
39,services,married,high.school,no,yes,no,cellular,may,thu,328,2,6,3,success,yes
52,admin.,married,unknown,no,no,no,cellular,aug,thu,331,1,999,0,nonexistent,no
29,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,108,4,999,0,nonexistent,no
40,blue-collar,single,professional.course,no,yes,no,cellular,jul,thu,498,1,999,0,nonexistent,no
30,services,married,high.school,no,no,no,telephone,may,fri,147,2,999,0,nonexistent,no
38,admin.,married,high.school,no,no,no,cellular,may,wed,275,1,999,0,nonexistent,no
37,admin.,married,high.school,no,no,no,telephone,may,tue,316,2,999,0,nonexistent,no
60,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,wed,105,3,999,0,nonexistent,no
26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,200,2,999,0,nonexistent,no
37,management,married,university.degree,no,no,no,telephone,jun,thu,288,1,999,0,nonexistent,no
56,services,married,high.school,unknown,no,yes,telephone,may,fri,90,3,999,0,nonexistent,no
44,technician,married,high.school,no,yes,yes,cellular,aug,fri,390,2,999,0,nonexistent,no
46,admin.,married,high.school,no,no,no,cellular,may,fri,318,2,999,1,failure,no
59,admin.,married,university.degree,no,no,no,telephone,oct,tue,85,1,999,0,nonexistent,yes
52,services,married,high.school,no,yes,no,cellular,aug,tue,607,5,999,0,nonexistent,no
40,technician,divorced,professional.course,no,no,no,cellular,aug,tue,279,4,999,0,nonexistent,no
44,services,married,high.school,no,yes,no,telephone,jun,fri,40,3,999,0,nonexistent,no
35,management,married,university.degree,no,yes,no,cellular,nov,mon,121,1,999,0,nonexistent,no
33,technician,married,professional.course,no,no,no,cellular,aug,fri,335,3,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,130,2,999,0,nonexistent,no
53,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,398,2,999,0,nonexistent,yes
56,unemployed,divorced,high.school,no,yes,no,telephone,may,wed,267,1,999,0,nonexistent,no
48,blue-collar,married,high.school,no,yes,no,cellular,aug,wed,128,6,999,0,nonexistent,no
45,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,800,2,999,0,nonexistent,no
56,admin.,married,university.degree,unknown,no,no,telephone,may,fri,213,4,999,0,nonexistent,no
48,management,married,university.degree,no,yes,no,cellular,oct,wed,294,1,999,1,failure,yes
62,admin.,married,high.school,no,no,no,telephone,mar,mon,163,2,999,0,nonexistent,yes
24,services,single,high.school,no,no,no,cellular,jul,thu,1150,3,999,0,nonexistent,yes
33,admin.,single,high.school,no,no,no,cellular,oct,mon,87,1,999,0,nonexistent,no
49,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,361,2,999,1,failure,no
54,housemaid,married,professional.course,no,no,no,telephone,oct,mon,187,2,999,0,nonexistent,no
57,technician,divorced,university.degree,no,no,yes,telephone,jun,tue,187,1,999,0,nonexistent,no
31,admin.,single,high.school,no,no,no,cellular,nov,fri,89,1,999,0,nonexistent,no
51,admin.,married,university.degree,no,yes,no,cellular,jul,thu,147,1,999,0,nonexistent,no
35,admin.,single,basic.4y,unknown,no,no,telephone,may,mon,95,3,999,0,nonexistent,no
50,technician,single,university.degree,no,yes,no,telephone,apr,fri,634,1,999,0,nonexistent,yes
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,83,1,999,2,failure,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,245,2,999,0,nonexistent,no
32,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,630,3,999,1,failure,no
45,blue-collar,single,high.school,unknown,yes,no,cellular,may,mon,8,7,999,0,nonexistent,no
46,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,372,1,999,0,nonexistent,yes
48,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,984,4,999,0,nonexistent,no
31,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,1855,3,999,0,nonexistent,no
40,technician,married,university.degree,no,yes,yes,cellular,may,fri,133,2,999,0,nonexistent,no
56,blue-collar,unknown,basic.4y,no,no,no,cellular,apr,fri,422,1,999,0,nonexistent,no
42,technician,married,professional.course,no,no,no,cellular,may,mon,377,1,999,0,nonexistent,yes
57,admin.,divorced,university.degree,no,no,no,telephone,nov,wed,5,1,999,0,nonexistent,no
47,technician,married,professional.course,unknown,no,no,telephone,may,fri,261,6,999,0,nonexistent,no
36,technician,married,university.degree,no,yes,yes,cellular,may,mon,101,1,999,0,nonexistent,no
53,services,married,high.school,no,no,no,telephone,may,wed,429,1,999,0,nonexistent,no
58,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,83,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,unknown,unknown,cellular,nov,tue,95,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,may,thu,143,1,999,1,failure,no
34,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,266,4,999,0,nonexistent,no
41,admin.,married,basic.6y,no,no,no,cellular,apr,fri,1203,2,999,1,failure,yes
30,unknown,married,professional.course,no,no,no,cellular,may,mon,399,1,999,0,nonexistent,no
30,technician,single,professional.course,no,yes,no,cellular,aug,wed,129,3,999,0,nonexistent,no
37,services,single,high.school,no,yes,no,telephone,may,tue,227,9,999,0,nonexistent,no
53,services,married,basic.9y,no,yes,no,telephone,jul,tue,723,2,999,0,nonexistent,no
34,services,unknown,high.school,no,yes,yes,cellular,may,tue,369,2,999,1,failure,no
28,admin.,single,university.degree,no,yes,no,cellular,may,fri,119,4,999,1,failure,no
29,entrepreneur,single,university.degree,no,no,no,telephone,jun,wed,347,1,999,0,nonexistent,no
